"Var1","Var2","Granger_V2","Instant_V2","Granger_V1","Instant_V1"
"Var_1","Var_27","0.0549100683234707","0.832013124728301","0.308317812258559","0.832013124728301"
"Var_1","Var_28","0.0317152330195845","0.335548875364625","0.539491724186282","0.335548875364625"
"Var_1","Target","0.333275211534039","0.643294241289015","0.460473377779469","0.643294241289015"
"Var_2","Var_1","1.93231212253231e-07","0.00400309941666677","2.37139525860464e-06","0.00400309941666677"
"Var_2","Var_3","2.43685590290976e-05","0.256553148283805","0.83055127743797","0.256553148283805"
"Var_2","Var_4","0.0685307746657444","0.936365963282782","0.684627682798635","0.936365963282782"
"Var_2","Var_5","0.0267798883715515","0.203056384003623","0.0350627748695641","0.203056384003623"
"Var_2","Var_6","0.614367011344955","0.587354571024686","0.0404719906780879","0.587354571024686"
"Var_2","Var_7","0.940835358943892","0.792702663875454","0.112245171645711","0.792702663875454"
"Var_2","Var_8","0.231849112447631","0.440945754660555","0.969673959531051","0.440945754660555"
"Var_2","Var_9","0.0459236540353383","0.797348148198578","0.00119721185655508","0.797348148198578"
"Var_2","Var_10","0.614597833042498","0.35793586641102","0.718082852056474","0.35793586641102"
"Var_2","Var_11","0.137925615739088","0.613582399302967","0.777874291680371","0.613582399302967"
"Var_2","Var_12","0.112357350647633","0.732938572869281","0.897989889737632","0.732938572869281"
"Var_2","Var_13","0.758311146393171","0.40679254237539","0.0546808282333193","0.40679254237539"
"Var_2","Var_14","0.605441709389462","0.491970759291941","0.173005213467972","0.491970759291941"
"Var_2","Var_15","0.851551248526581","0.927599092019715","0.216868673470223","0.927599092019715"
"Var_2","Var_16","5.77697833501478e-05","0.961403119065135","0.196023094159928","0.961403119065135"
"Var_2","Var_17","7.25962192918983e-05","0.963277418281661","0.0162073685819358","0.963277418281661"
"Var_2","Var_18","0.00018180527412226","0.552790859576412","0.0224345914815653","0.552790859576412"
"Var_2","Var_19","0.142755429342154","0.0254846758092427","0.0211534713908141","0.0254846758092427"
"Var_2","Var_20","2.8521690322858e-06","0.409810292181047","7.1271034047804e-06","0.409810292181047"
"Var_2","Var_21","7.40491306672197e-06","0.316856841745897","0.168916833617148","0.316856841745897"
"Var_2","Var_22","2.94443982529202e-08","0.0803217355897403","0.562628654475623","0.0803217355897403"
"Var_2","Var_23","0.310893209626524","0.7722373205344","0.299722962429344","0.7722373205344"
"Var_2","Var_24","0.0660298884895507","0.822244196143634","0.802324901516968","0.822244196143634"
"Var_2","Var_25","0.582403156803484","0.086691529382587","0.00998013948115806","0.086691529382587"
"Var_2","Var_26","0.253980892564646","0.18123204073245","0.077979183544479","0.18123204073245"
"Var_2","Var_27","0.791032645668718","0.103016474565944","0.209747959463946","0.103016474565944"
"Var_2","Var_28","0.361258556264131","0.149627080386205","0.0158732690502267","0.149627080386205"
"Var_2","Target","0.00175096364014116","0.874796144356311","0.0126756184495298","0.874796144356311"
"Var_3","Var_1","0.0941024543474024","0.0148149853864575","1.75415237890775e-14","0.0148149853864575"
"Var_3","Var_2","0.830551277437967","0.256553148283805","2.43685590290976e-05","0.256553148283805"
"Var_3","Var_4","0","0.965311868202258","0.394051594148204","0.965311868202258"
"Var_3","Var_5","1.53154361415275e-08","0.0536395313062423","0.000264073573649881","0.0536395313062423"
"Var_3","Var_6","7.45884769504102e-08","0.0231855543193431","0.33538280819972","0.0231855543193431"
"Var_3","Var_7","0.713741637292355","0.165292957622926","0.752888100672964","0.165292957622926"
"Var_3","Var_8","0.971926120106877","0.563364561432854","0.920430344758234","0.563364561432854"
"Var_3","Var_9","0.292357126962022","0.407293754499436","0.619156761741348","0.407293754499436"
"Var_3","Var_10","0.0157397179791604","0.602517133875325","0.931684144538744","0.602517133875325"
"Var_3","Var_11","0.289751172086671","0.823298130422823","0.921301863802238","0.823298130422823"
"Var_3","Var_12","0.981036112280055","0.8670418740991","0.529562705153408","0.8670418740991"
"Var_3","Var_13","0.229563276679474","0.154807908943753","0.888149322353098","0.154807908943753"
"Var_3","Var_14","0.213427372667457","0.106328719800825","0.0177604086199845","0.106328719800825"
"Var_3","Var_15","0.0318833994546095","0.975473537906444","0.425893975436897","0.975473537906444"
"Var_3","Var_16","0.00107187155604715","0.558711134012584","6.48916840628733e-06","0.558711134012584"
"Var_3","Var_17","0.00058467174729393","0.287660991596823","0.00129097132653822","0.287660991596823"
"Var_3","Var_18","0.000137996085878944","0.41816403053938","0.00167277655896181","0.41816403053938"
"Var_3","Var_19","0.11627575689206","0.0293349384620675","0.000184121352667432","0.0293349384620675"
"Var_3","Var_20","0.000508475051610002","0.605526183769082","1.56545509888417e-07","0.605526183769082"
"Var_3","Var_21","0.00425962508206856","0.0663079439248586","0.00879907354091702","0.0663079439248586"
"Var_3","Var_22","0.00338580093267904","0.868390404523542","1.01504887302095e-05","0.868390404523542"
"Var_3","Var_23","0.288962302419554","0.948815390665421","0.463670946788245","0.948815390665421"
"Var_3","Var_24","0.299559813831324","0.421260222726221","0.910791814374538","0.421260222726221"
"Var_3","Var_25","0.0062399227893124","0.219752133272205","0.0705294802946154","0.219752133272205"
"Var_3","Var_26","0.0170922251361983","0.449345846743264","0.794694406350023","0.449345846743264"
"Var_3","Var_27","0.0310116726743181","0.917850236288163","0.38319891775895","0.917850236288163"
"Var_3","Var_28","0.007555712791397","0.567966268833094","0.547433765234696","0.567966268833094"
"Var_3","Target","0.661951839244777","0.157828230452916","0.393993482417833","0.157828230452916"
"Var_4","Var_1","0.619522306889108","0.125756505041889","0.0102846520295143","0.125756505041889"
"Var_4","Var_2","0.68462768279863","0.936365963282785","0.0685307746657946","0.936365963282785"
"Var_4","Var_3","0.394051594148205","0.965311868202226","0","0.965311868202226"
"Var_4","Var_5","0.683829716940984","0.524157727247399","0.0313017776070754","0.524157727247399"
"Var_4","Var_6","0.165560435049543","0.000858601377248691","0.0531794766643092","0.000858601377248691"
"Var_4","Var_7","0.888084898406923","0.954758117592784","0.600558363277872","0.954758117592784"
"Var_4","Var_8","0.319817731327611","0.428821634962972","0.316555229987464","0.428821634962972"
"Var_4","Var_9","0.103536534702265","0.997791393657711","0.218000847187235","0.997791393657711"
"Var_4","Var_10","0.273834249570167","0.735453121235448","0.394226447394432","0.735453121235448"
"Var_4","Var_11","0.17721389131344","0.56857152709499","0.011667695893267","0.56857152709499"
"Var_4","Var_12","0.00268277634861569","0.157712037591509","0.350251816049711","0.157712037591509"
"Var_4","Var_13","0.054321383518965","0.03001151387462","0.836714692283901","0.03001151387462"
"Var_4","Var_14","0.573101198669756","0.672445468191866","0.359942018960275","0.672445468191866"
"Var_4","Var_15","0.00120150187081569","0.738144752759973","0.181553433767319","0.738144752759973"
"Var_4","Var_16","0.298737368695419","0.00529617775892699","0.515634575623679","0.00529617775892699"
"Var_4","Var_17","0.0405555883889878","0.0080745602527037","0.532920375620392","0.0080745602527037"
"Var_4","Var_18","0.0265004424447504","0.237412005727863","0.950586597811869","0.237412005727863"
"Var_4","Var_19","0.190539724054041","0.308360027620088","0.616601030481953","0.308360027620088"
"Var_4","Var_20","0.29150327704848","0.468930982481526","0.379680329728921","0.468930982481526"
"Var_4","Var_21","0.866576903165668","0.403649589310756","0.98817501223552","0.403649589310756"
"Var_4","Var_22","0.474653136240344","0.694318071877528","0.732144203098188","0.694318071877528"
"Var_4","Var_23","0.737837135120084","0.655862997711117","0.134225084402182","0.655862997711117"
"Var_4","Var_24","0.54750272232705","0.46922847440148","0.640662191915899","0.46922847440148"
"Var_4","Var_25","0.834545637394908","0.0662676753014986","0.807177125999928","0.0662676753014986"
"Var_4","Var_26","0.927934571754602","0.354520892966306","0.614573195796612","0.354520892966306"
"Var_4","Var_27","0.575647573018376","0.442299931820123","0.435405925807258","0.442299931820123"
"Var_4","Var_28","0.931995813641348","0.168422570845236","0.660548523655733","0.168422570845236"
"Var_4","Target","0.00194000222920487","0.424293252881012","0.015068766085431","0.424293252881012"
"Var_5","Var_1","2.77699974127188e-10","0.0310689032506789","0","0.0310689032506789"
"Var_5","Var_2","0.0350627748695641","0.203056384003623","0.0267798883715513","0.203056384003623"
"Var_5","Var_3","0.000264073573649881","0.0536395313062422","1.53154361415275e-08","0.0536395313062422"
"Var_5","Var_4","0.0313017776072138","0.524157727247395","0.683829716941003","0.524157727247395"
"Var_5","Var_6","0","0.00651620771022066","0.790651589464041","0.00651620771022066"
"Var_5","Var_7","0.484835075718644","0.70808431362999","0.827639943452562","0.70808431362999"
"Var_5","Var_8","0.593268622878714","0.323446629477162","0.660406655637147","0.323446629477162"
"Var_5","Var_9","0.638050516012463","0.0496915893839841","0.909802402711084","0.0496915893839841"
"Var_5","Var_10","0.905411489614103","0.549780970691489","0.813774719962757","0.549780970691489"
"Var_5","Var_11","0.00168213201199208","0.528716602316008","0.268375706997659","0.528716602316008"
"Var_5","Var_12","0.526304728316429","0.505278077991462","0.39809438293504","0.505278077991462"
"Var_5","Var_13","0.000990355137391874","0.0893749373335231","0.882065593440417","0.0893749373335231"
"Var_5","Var_14","0.955893372832867","0.362355670126489","0.22646747851196","0.362355670126489"
"Var_5","Var_15","0.000190515739917019","0.254467680703277","0.621276215845056","0.254467680703277"
"Var_5","Var_16","1.21323333202028e-06","0.173071736848188","1.8382606548073e-10","0.173071736848188"
"Var_5","Var_17","0.000233300275273463","0.426032332823327","3.18177173497247e-09","0.426032332823327"
"Var_5","Var_18","8.47328873732067e-11","0.399636883364919","0.0216881906170057","0.399636883364919"
"Var_5","Var_19","0.571109573034221","0.0171275411424273","0.000217768695036091","0.0171275411424273"
"Var_5","Var_20","2.56479073328375e-05","0.0540127731870165","0.00147844775946759","0.0540127731870165"
"Var_5","Var_21","0.352457957802981","0.0686145708333687","1.34845502769432e-05","0.0686145708333687"
"Var_5","Var_22","0.0304818874515345","0.0426966020041372","6.57862375763596e-06","0.0426966020041372"
"Var_5","Var_23","0.143696986283061","0.498801232675104","0.143826783566218","0.498801232675104"
"Var_5","Var_24","0.0126534777230101","0.737874376242968","0.912407870791923","0.737874376242968"
"Var_5","Var_25","0.174465707916669","0.761268985991793","0.484845441568872","0.761268985991793"
"Var_5","Var_26","0.0236525738915904","0.561265813281773","0.615111071499623","0.561265813281773"
"Var_5","Var_27","0.312783780297357","0.844000808402893","0.0129083494021424","0.844000808402893"
"Var_5","Var_28","0.206425223630794","0.448128578080691","0.732626984031501","0.448128578080691"
"Var_5","Target","0.000870352723606249","0.44508526033204","0.535516689671132","0.44508526033204"
"Var_6","Var_1","0.0446539136634888","0.717003802799804","0.218968617635488","0.717003802799804"
"Var_6","Var_2","0.0404719906780882","0.587354571024686","0.614367011344958","0.587354571024686"
"Var_6","Var_3","0.33538280819972","0.0231855543193433","7.45884769504102e-08","0.0231855543193433"
"Var_6","Var_4","0.0531794766643261","0.000858601377248691","0.165560435049547","0.000858601377248691"
"Var_6","Var_5","0.79065158946404","0.00651620771022066","0","0.00651620771022066"
"Var_6","Var_7","0.852241487466528","0.644496350700423","0.980177505149372","0.644496350700423"
"Var_6","Var_8","0.451893808558475","0.788263090158382","0.640709072459556","0.788263090158382"
"Var_6","Var_9","0.752169908674949","0.222737352069566","0.00176057890941195","0.222737352069566"
"Var_6","Var_10","0.0805823315302256","0.721186309039461","0.469841744273019","0.721186309039461"
"Var_6","Var_11","0.00848740981273077","0.366985853619828","8.035570910081e-05","0.366985853619828"
"Var_6","Var_12","0.0928400301254275","0.91701727868474","0.525242197641766","0.91701727868474"
"Var_6","Var_13","0.0922398412637064","0.371071042384821","0.418784076796675","0.371071042384821"
"Var_6","Var_14","0.890366299678596","0.838921566105447","0.971116718228095","0.838921566105447"
"Var_6","Var_15","0.00023945854749774","0.606955436517586","0.242017795194001","0.606955436517586"
"Var_6","Var_16","0.491569066072947","0.620416385363771","0.250821078111608","0.620416385363771"
"Var_6","Var_17","0.17665791805368","0.304886762391057","0.637263368409453","0.304886762391057"
"Var_6","Var_18","0.00020876382055135","0.000102927227646821","0.0782736895550632","0.000102927227646821"
"Var_6","Var_19","0.205510780542006","0.125257232793769","0.384287889435708","0.125257232793769"
"Var_6","Var_20","0.0672245155477145","0.0941935157311863","0.0353445569032936","0.0941935157311863"
"Var_6","Var_21","0.0655913074525101","0.780927039282788","0.0141673116750661","0.780927039282788"
"Var_6","Var_22","0.362562429849661","0.21905992887336","0.525046749666483","0.21905992887336"
"Var_6","Var_23","0.877363524003708","0.13447825470923","0.00531785008398844","0.13447825470923"
"Var_6","Var_24","0.193134323696204","0.0330514139010958","0.21096858125659","0.0330514139010958"
"Var_6","Var_25","0.00330646832153703","0.0496452120112483","0.177440808736696","0.0496452120112483"
"Var_6","Var_26","0.0439452746153498","0.165460914386385","0.438884058779278","0.165460914386385"
"Var_6","Var_27","0.0222333409312836","0.147701735531863","0.878058454878445","0.147701735531863"
"Var_6","Var_28","0.0201669324150564","0.0611609106456872","0.13679277508769","0.0611609106456872"
"Var_6","Target","0","0.648521240138382","0.644271114584135","0.648521240138382"
"Var_7","Var_1","0.507504001923839","0.193924546702548","0.181482929472338","0.193924546702548"
"Var_7","Var_2","0.112245171645712","0.792702663875453","0.940835358943892","0.792702663875453"
"Var_7","Var_3","0.752888100672963","0.165292957622926","0.713741637292355","0.165292957622926"
"Var_7","Var_4","0.600558363277866","0.954758117592783","0.888084898406922","0.954758117592783"
"Var_7","Var_5","0.827639943452562","0.708084313629989","0.484835075718644","0.708084313629989"
"Var_7","Var_6","0.98017750514937","0.644496350700423","0.852241487466528","0.644496350700423"
"Var_7","Var_8","0.648954268859722","0.307731071507313","0.52646089437563","0.307731071507313"
"Var_7","Var_9","0.201127100176183","0.128224970467096","0.794836741255498","0.128224970467096"
"Var_7","Var_10","0.136169165650207","0.467772644493381","0.269907085228305","0.467772644493381"
"Var_7","Var_11","0.42832955007774","0.801077468397376","0.919387411569877","0.801077468397376"
"Var_7","Var_12","0.693876090264451","0.0135211655138753","0.911389034578966","0.0135211655138753"
"Var_7","Var_13","0.937090400543721","0.0262878794875538","0.155119392903286","0.0262878794875538"
"Var_7","Var_14","0.629237043405669","0.506568229795581","0.46793128665429","0.506568229795581"
"Var_7","Var_15","0.622778719211602","0.000904574100612732","0.704576457052486","0.000904574100612732"
"Var_7","Var_16","0.851998420570721","0.2496921232991","0.00299464475911293","0.2496921232991"
"Var_7","Var_17","0.617101759856174","0.133715800907472","0.999304060081368","0.133715800907472"
"Var_7","Var_18","0.798600723493526","0.985065893163323","0.872826352427164","0.985065893163323"
"Var_7","Var_19","0.156637266895587","0.3154761844091","0.553204912357357","0.3154761844091"
"Var_7","Var_20","0.301849014524318","0.271875680320819","0.700937890260704","0.271875680320819"
"Var_7","Var_21","0.689048671454556","0.164838816609743","0.461129236273533","0.164838816609743"
"Var_7","Var_22","0.453883856182161","0.0139983235444777","0.815856948072894","0.0139983235444777"
"Var_7","Var_23","0.59815109529125","0.969438409344474","0.477266762381711","0.969438409344474"
"Var_7","Var_24","0.826387076584228","0.372367588480935","0.314370041182262","0.372367588480935"
"Var_7","Var_25","0.645287538315339","0.910397679365457","0.323141165687442","0.910397679365457"
"Var_7","Var_26","0.536163254257455","0.504312052975667","0.683618506412015","0.504312052975667"
"Var_7","Var_27","0.30538945785229","0.987312774540962","0.985157363910005","0.987312774540962"
"Var_7","Var_28","0.529215614869189","0.489312174059563","0.485086159755396","0.489312174059563"
"Var_7","Target","0.382102910992216","0.994814206776593","0.868245876445425","0.994814206776593"
"Var_8","Var_1","0.886927438881314","0.937292038347961","0.0343281877373218","0.937292038347961"
"Var_8","Var_2","0.969673959531051","0.440945754660555","0.231849112447631","0.440945754660555"
"Var_8","Var_3","0.920430344758234","0.563364561432854","0.971926120106878","0.563364561432854"
"Var_8","Var_4","0.316555229987475","0.428821634962969","0.31981773132761","0.428821634962969"
"Var_8","Var_5","0.660406655637147","0.323446629477162","0.593268622878714","0.323446629477162"
"Var_8","Var_6","0.640709072459555","0.788263090158383","0.451893808558474","0.788263090158383"
"Var_8","Var_7","0.52646089437563","0.307731071507313","0.648954268859722","0.307731071507313"
"Var_8","Var_9","0.241925149143934","0.298866825843016","0.823980667898705","0.298866825843016"
"Var_8","Var_10","2.60774940306074e-05","0.0156191043000277","0.0723568174689406","0.0156191043000277"
"Var_8","Var_11","0.844254366727798","0.736886557858162","0.923771229581186","0.736886557858162"
"Var_8","Var_12","0.658154603682252","0.849829113370087","0.962163586097132","0.849829113370087"
"Var_8","Var_13","0.108028039933825","0.379187509495186","0.666970797596265","0.379187509495186"
"Var_8","Var_14","0.11537822417198","0.659723848994916","0.837546665474682","0.659723848994916"
"Var_8","Var_15","0.946294331015726","0.105068801507101","0.98526878193692","0.105068801507101"
"Var_8","Var_16","0.977179014574018","0.260614564614177","0.936121648110543","0.260614564614177"
"Var_8","Var_17","0.848028034066391","0.961650297472673","0.943954362550962","0.961650297472673"
"Var_8","Var_18","0.456053686953048","0.511599785480111","0.619494438375891","0.511599785480111"
"Var_8","Var_19","0.182149565453242","0.457632822059752","0.36198337043303","0.457632822059752"
"Var_8","Var_20","0.966671186572234","0.464489369731209","0.80415023381499","0.464489369731209"
"Var_8","Var_21","0.171137374553874","0.215579061766165","0.416770993052509","0.215579061766165"
"Var_8","Var_22","0.26785645735553","0.247379084298085","0.431639436602531","0.247379084298085"
"Var_8","Var_23","0.255032241049331","0.822781292313728","0.856142753989138","0.822781292313728"
"Var_8","Var_24","0.683033476670668","0.987174873725706","0.750784068477479","0.987174873725706"
"Var_8","Var_25","0.229316680461269","0.76604699222948","0.550797781075111","0.76604699222948"
"Var_8","Var_26","0.250164033080906","0.544656239406762","0.937216651246297","0.544656239406762"
"Var_8","Var_27","0.0250151101459208","0.616826059754583","0.983752571445413","0.616826059754583"
"Var_8","Var_28","0.207730567758359","0.466758955192296","0.725329721494798","0.466758955192296"
"Var_8","Target","0.84440414348674","0.116557747241954","0.909898467303207","0.116557747241954"
"Var_9","Var_1","0.52841051175138","0.221086736028257","0.257239085276921","0.221086736028257"
"Var_9","Var_2","0.00119721185655508","0.797348148198575","0.045923654035338","0.797348148198575"
"Var_9","Var_3","0.619156761741345","0.407293754499436","0.292357126962022","0.407293754499436"
"Var_9","Var_4","0.218000847187334","0.997791393657724","0.103536534702265","0.997791393657724"
"Var_9","Var_5","0.909802402711084","0.0496915893839844","0.638050516012462","0.0496915893839844"
"Var_9","Var_6","0.00176057890941128","0.222737352069566","0.752169908674947","0.222737352069566"
"Var_9","Var_7","0.794836741255498","0.128224970467098","0.201127100176183","0.128224970467098"
"Var_9","Var_8","0.823980667898706","0.298866825843016","0.241925149143934","0.298866825843016"
"Var_9","Var_10","0.261576206559302","0.677242772813369","0.391372858308309","0.677242772813369"
"Var_9","Var_11","3.09453349167654e-07","4.18987067263288e-12","0.193209751331108","4.18987067263288e-12"
"Var_9","Var_12","0.901585676779859","0.752139358924954","0.590574638842704","0.752139358924954"
"Var_9","Var_13","0.841028413518703","0.0396680643323116","5.09956610272866e-09","0.0396680643323116"
"Var_9","Var_14","0.225021413293876","0.0021181482599687","0.391122334907779","0.0021181482599687"
"Var_9","Var_15","0.260289909643073","0.0180110552443314","0.000886011857088809","0.0180110552443314"
"Var_9","Var_16","0.917166093046693","0.574512518893927","0.476566239319604","0.574512518893927"
"Var_9","Var_17","0.834434350847568","0.397577940898685","0.286475785427363","0.397577940898685"
"Var_9","Var_18","0.0216745476516516","0.0275411721815049","0.611617029901285","0.0275411721815049"
"Var_9","Var_19","0.153407527656653","0.269370119270338","0.872458227703246","0.269370119270338"
"Var_9","Var_20","0.279261595834536","0.261511568907264","0.748498035524782","0.261511568907264"
"Var_9","Var_21","0.0362794967981365","0.155031453820356","0.179902708860973","0.155031453820356"
"Var_9","Var_22","0.277954879653626","0.335755211822673","0.157465631349044","0.335755211822673"
"Var_9","Var_23","0.177596680615001","0.138408115652078","0.0191192966463855","0.138408115652078"
"Var_9","Var_24","0.161134832290366","0.044750458053281","0.374584075962638","0.044750458053281"
"Var_9","Var_25","0.549580024726104","0.146726704896322","0.584728046841156","0.146726704896322"
"Var_9","Var_26","0.86523778811422","0.202042936671281","0.495860110351416","0.202042936671281"
"Var_9","Var_27","0.659904518882695","0.512732341933145","0.32765917474419","0.512732341933145"
"Var_9","Var_28","0.278336193177995","0.326931503900347","0.952661915457026","0.326931503900347"
"Var_9","Target","0.0880344937678703","0.60939404296908","0.432290435276812","0.60939404296908"
"Var_10","Var_1","0.902262605506513","0.748740802617577","0","0.748740802617577"
"Var_10","Var_2","0.718082852056473","0.35793586641102","0.614597833042498","0.35793586641102"
"Var_10","Var_3","0.931684144538744","0.602517133875326","0.0157397179791605","0.602517133875326"
"Var_10","Var_4","0.394226447394457","0.735453121235458","0.273834249570167","0.735453121235458"
"Var_10","Var_5","0.813774719962757","0.549780970691489","0.905411489614103","0.549780970691489"
"Var_10","Var_6","0.469841744273025","0.721186309039462","0.080582331530226","0.721186309039462"
"Var_10","Var_7","0.269907085228305","0.467772644493381","0.136169165650206","0.467772644493381"
"Var_10","Var_8","0.0723568174689405","0.0156191043000278","2.60774940306074e-05","0.0156191043000278"
"Var_10","Var_9","0.391372858308309","0.677242772813371","0.261576206559302","0.677242772813371"
"Var_10","Var_11","0.713129976210288","0.675308169447289","0.573288894329385","0.675308169447289"
"Var_10","Var_12","0.0733805057158221","0.700411975039554","0.366684854783035","0.700411975039554"
"Var_10","Var_13","0.365587265484294","0.537360887675022","0.995968386563216","0.537360887675022"
"Var_10","Var_14","0.0538318522543847","0.392985557970973","0.000351599388350943","0.392985557970973"
"Var_10","Var_15","0.00848243046849162","0.529066887190314","0.986431429692596","0.529066887190314"
"Var_10","Var_16","0.726467249473389","0.784461647015865","0.840742712449834","0.784461647015865"
"Var_10","Var_17","0.991997424849011","0.805330649375039","0.999954432619059","0.805330649375039"
"Var_10","Var_18","0.783041515573329","0.809248496577308","0.777406295775682","0.809248496577308"
"Var_10","Var_19","0.469018538746634","0.199559719491712","0.682780168479899","0.199559719491712"
"Var_10","Var_20","0.481205899238261","0.35439490620939","0.497623189572915","0.35439490620939"
"Var_10","Var_21","0.365769263991164","0.24750616004516","0.623270133952141","0.24750616004516"
"Var_10","Var_22","0.748843789578843","0.802505310975017","0.463113262907759","0.802505310975017"
"Var_10","Var_23","0.651352369416272","0.712682906006261","0.725501988583449","0.712682906006261"
"Var_10","Var_24","0.648586640732221","0.343489784271895","0.63129853077196","0.343489784271895"
"Var_10","Var_25","0.253343497211574","0.596896858872599","0.009575270094767","0.596896858872599"
"Var_10","Var_26","0.281258152231458","0.692865835248105","0.0596679658871315","0.692865835248105"
"Var_10","Var_27","0.465624684309482","0.361920223973476","0.701076813888051","0.361920223973476"
"Var_10","Var_28","0.157011424337456","0.991200723338352","0.00638356052608113","0.991200723338352"
"Var_10","Target","0.141995466186289","0.986590113341685","0.91855617358144","0.986590113341685"
"Var_11","Var_1","0.901481108683149","0.00129357077888037","0.384244101778404","0.00129357077888037"
"Var_11","Var_2","0.77787429168037","0.613582399302965","0.137925615739088","0.613582399302965"
"Var_11","Var_3","0.921301863802238","0.823298130422823","0.289751172086666","0.823298130422823"
"Var_11","Var_4","0.0116676958932277","0.568571527094977","0.177213891313442","0.568571527094977"
"Var_11","Var_5","0.268375706997659","0.528716602316009","0.00168213201199197","0.528716602316009"
"Var_11","Var_6","8.035570910081e-05","0.366985853619828","0.00848740981273122","0.366985853619828"
"Var_11","Var_7","0.919387411569877","0.801077468397376","0.428329550077741","0.801077468397376"
"Var_11","Var_8","0.923771229581186","0.736886557858161","0.844254366727798","0.736886557858161"
"Var_11","Var_9","0.193209751331107","4.18987067263288e-12","3.09453349167654e-07","4.18987067263288e-12"
"Var_11","Var_10","0.573288894329383","0.675308169447289","0.713129976210288","0.675308169447289"
"Var_11","Var_12","0.699156211085007","0.781183305036842","0.0434246913965582","0.781183305036842"
"Var_11","Var_13","0.393452294109721","2.18806313974085e-05","0.442761517884609","2.18806313974085e-05"
"Var_11","Var_14","0.773142492188063","0.00102502899192791","0.894189348137265","0.00102502899192791"
"Var_11","Var_15","0.896060436201569","1.16322259602342e-08","0.640673650629055","1.16322259602342e-08"
"Var_11","Var_16","0.999955719608401","0.228699037770152","0.380953293061846","0.228699037770152"
"Var_11","Var_17","0.850732048666934","0.00229479093368545","0.422721042951197","0.00229479093368545"
"Var_11","Var_18","0.499839880604405","0.0444174846854041","0.504286603617196","0.0444174846854041"
"Var_11","Var_19","0.175453529299919","0.157472757564067","0.0277330181411344","0.157472757564067"
"Var_11","Var_20","0.947492045367671","0.63728110063139","0.367402140127133","0.63728110063139"
"Var_11","Var_21","0.168607567381824","0.0609774804305975","0.000140756254640717","0.0609774804305975"
"Var_11","Var_22","0.829040820226961","0.625841761199173","1.26306929945086e-05","0.625841761199173"
"Var_11","Var_23","0.932052197267208","0.606305511761943","0.0639138037289995","0.606305511761943"
"Var_11","Var_24","0.743666767544555","0.50403094532474","0.112571248019156","0.50403094532474"
"Var_11","Var_25","0.752349843519418","0.412499984863529","0.347181791926822","0.412499984863529"
"Var_11","Var_26","0.0270262186044075","0.028972255831675","0.992276793630328","0.028972255831675"
"Var_11","Var_27","0.0214663159124722","0.736119262039927","0.0795319554918288","0.736119262039927"
"Var_11","Var_28","0.0896040307231536","0.11437114387149","0.792343233446678","0.11437114387149"
"Var_11","Target","0.0126008007907532","0.738406168051176","2.27537988450877e-11","0.738406168051176"
